model of geometry	distance function	hdt_reg_mse	edt_reg_mse	max_depth	n_dim	seed	noise_std	n_samples	n_classes
hyperboloid	euclidean		1.0469680100002991e+31	10	32	42	0.5	1000	10
hyperboloid	hyperboloid		156641.62019319166	10	32	42	0.5	1000	10
poincare	euclidean		225523.55622934565	10	32	43	0.1	1000	2
poincare	poincare		213476.55478031884	10	32	43	0.1	1000	2
hyperboloid	euclidean		7.857105217429628e+29	10	32	43	0.1	1000	2
hyperboloid	hyperboloid		165652.03485517032	10	32	43	0.1	1000	2
poincare	euclidean		225619.32770800954	10	32	43	0.1	1000	5
poincare	poincare		214125.6701563061	10	32	43	0.1	1000	5
hyperboloid	euclidean		2.2894379590277727e+30	10	32	43	0.1	1000	5
hyperboloid	hyperboloid		177220.00055767805	10	32	43	0.1	1000	5
poincare	euclidean		227051.15636107908	10	32	43	0.1	1000	10
poincare	poincare		215458.10079189978	10	32	43	0.1	1000	10
hyperboloid	euclidean		3.305374977714319e+29	10	32	43	0.1	1000	10
hyperboloid	hyperboloid		174997.99571506528	10	32	43	0.1	1000	10
poincare	euclidean		173366.76115150435	10	32	43	0.5	1000	2
poincare	poincare		160814.25538539325	10	32	43	0.5	1000	2
hyperboloid	euclidean		2.257015009290811e+32	10	32	43	0.5	1000	2
hyperboloid	hyperboloid		138961.85448618123	10	32	43	0.5	1000	2
poincare	euclidean		207889.09427259228	10	32	43	0.5	1000	5
poincare	poincare		195699.73646764708	10	32	43	0.5	1000	5
hyperboloid	euclidean		4.168172499524953e+31	10	32	43	0.5	1000	5
hyperboloid	hyperboloid		169685.89104550297	10	32	43	0.5	1000	5
poincare	euclidean		188374.87017039364	10	32	43	0.5	1000	10
poincare	poincare		176737.10317122066	10	32	43	0.5	1000	10
hyperboloid	euclidean		3.3225997058639716e+31	10	32	43	0.5	1000	10
hyperboloid	hyperboloid		168937.93065724254	10	32	43	0.5	1000	10
poincare	euclidean		205591.17759646368	10	32	44	0.1	1000	2
poincare	poincare		194943.8722379168	10	32	44	0.1	1000	2
hyperboloid	euclidean		2.9603920166568094e+27	10	32	44	0.1	1000	2
hyperboloid	hyperboloid		193950.15506658796	10	32	44	0.1	1000	2
poincare	euclidean		209572.55431852114	10	32	44	0.1	1000	5
poincare	poincare		198901.8006314206	10	32	44	0.1	1000	5
hyperboloid	euclidean		6.1010104616479225e+26	10	32	44	0.1	1000	5
hyperboloid	hyperboloid		184154.18964850585	10	32	44	0.1	1000	5
poincare	euclidean		215207.82764670148	10	32	44	0.1	1000	10
poincare	poincare		204118.7034392577	10	32	44	0.1	1000	10
hyperboloid	euclidean		2.9890531374626785e+30	10	32	44	0.1	1000	10
hyperboloid	hyperboloid		185806.165784396	10	32	44	0.1	1000	10
poincare	euclidean		188531.40324990876	10	32	44	0.5	1000	2
poincare	poincare		178210.06688493083	10	32	44	0.5	1000	2
hyperboloid	euclidean		5.102676364211643e+29	10	32	44	0.5	1000	2
hyperboloid	hyperboloid		209271.8604423304	10	32	44	0.5	1000	2
poincare	euclidean		215271.54840769994	10	32	44	0.5	1000	5
poincare	poincare		203608.20158814572	10	32	44	0.5	1000	5
hyperboloid	euclidean		1.6611199066499753e+31	10	32	44	0.5	1000	5
hyperboloid	hyperboloid		173500.58201365947	10	32	44	0.5	1000	5
poincare	euclidean		168198.65955359148	10	32	44	0.5	1000	10
poincare	poincare		157809.53146928074	10	32	44	0.5	1000	10
hyperboloid	euclidean		2.9536783243064883e+31	10	32	44	0.5	1000	10
hyperboloid	hyperboloid		202360.03869648615	10	32	44	0.5	1000	10
poincare	euclidean	0.00016447282337487328	214291.44113947474	20	2	42	0.1	1000	2
poincare	poincare	0.0012914987912621264	213341.08195889593	20	2	42	0.1	1000	2
hyperboloid	euclidean	1.2523224317246957	202575.95791008792	20	2	42	0.1	1000	2
hyperboloid	hyperboloid	8.830567183684566e-09	192941.1306201229	20	2	42	0.1	1000	2
poincare	euclidean	0.0005957202448820385	205958.92953470134	20	2	42	0.1	1000	5
poincare	poincare	0.00572662760554201	205018.82532962173	20	2	42	0.1	1000	5
hyperboloid	euclidean	55.31971207734581	187575.70204824826	20	2	42	0.1	1000	5
hyperboloid	hyperboloid	1.685889196050947e-07	214138.7669317388	20	2	42	0.1	1000	5
poincare	euclidean	0.0014576988813598602	232914.25581113223	20	2	42	0.1	1000	10
poincare	poincare	0.01643410123616517	231810.6398532977	20	2	42	0.1	1000	10
hyperboloid	euclidean	400.0052651392532	207157.70574899737	20	2	42	0.1	1000	10
hyperboloid	hyperboloid	1.1556691013347826e-06	185061.18112233563	20	2	42	0.1	1000	10
poincare	euclidean	0.0006201084888288679	210135.97218047126	20	2	42	0.5	1000	2
poincare	poincare	0.011437250536296437	209050.24643490932	20	2	42	0.5	1000	2
hyperboloid	euclidean	111.73641280015579	185793.1805318003	20	2	42	0.5	1000	2
hyperboloid	hyperboloid	1.623830219393369e-07	198209.38217823193	20	2	42	0.5	1000	2
poincare	euclidean	0.0030598587701472003	202136.35458213254	20	2	42	0.5	1000	5
poincare	poincare	0.08858082375385619	200881.0041318733	20	2	42	0.5	1000	5
hyperboloid	euclidean	10911975.290899478	763824.6122044	20	2	42	0.5	1000	5
hyperboloid	hyperboloid	0.00012853225426905099	211343.3539771398	20	2	42	0.5	1000	5
poincare	euclidean	0.008114427689723478	231250.48597977363	20	2	42	0.5	1000	10
poincare	poincare	0.12603576181592907	229824.6505956219	20	2	42	0.5	1000	10
hyperboloid	euclidean	164943.13018963914	520488.51664456597	20	2	42	0.5	1000	10
hyperboloid	hyperboloid	1.2408795288105692e-05	186770.59264345586	20	2	42	0.5	1000	10
poincare	euclidean	0.0005332160055935202	211392.71527178475	20	2	43	0.1	1000	2
poincare	poincare	0.007688290094977468	210674.06183292167	20	2	43	0.1	1000	2
hyperboloid	euclidean	254.8772584040637	202991.02323632032	20	2	43	0.1	1000	2
hyperboloid	hyperboloid	5.247808539389078e-06	200711.59897059892	20	2	43	0.1	1000	2
poincare	euclidean	0.0005825250833559673	190142.0825466136	20	2	43	0.1	1000	5
poincare	poincare	0.006989922402494178	189368.62700772722	20	2	43	0.1	1000	5
hyperboloid	euclidean	72.42408344082163	178142.83942768694	20	2	43	0.1	1000	5
hyperboloid	hyperboloid	4.983026395851216e-07	245754.6026410475	20	2	43	0.1	1000	5
poincare	euclidean	0.001227269638092911	211542.6197896113	20	2	43	0.1	1000	10
poincare	poincare	0.018137957958783486	210531.05606416604	20	2	43	0.1	1000	10
hyperboloid	euclidean	3956.307850368134	188695.94786687844	20	2	43	0.1	1000	10
hyperboloid	hyperboloid	9.181115992917014e-06	202200.59504347958	20	2	43	0.1	1000	10
poincare	euclidean	0.00391884786006427	202333.38135150142	20	2	43	0.5	1000	2
poincare	poincare	0.10704586219613418	201256.29285209195	20	2	43	0.5	1000	2
hyperboloid	euclidean	11572708.786773758	11598437.331456203	20	2	43	0.5	1000	2
hyperboloid	hyperboloid	0.0005760748645465421	210962.1357247301	20	2	43	0.5	1000	2
poincare	euclidean	0.002658155318961618	204794.99204533285	20	2	43	0.5	1000	5
poincare	poincare	0.08452644188497985	203700.77960567106	20	2	43	0.5	1000	5
hyperboloid	euclidean	814083.2144267826	419837.9684361668	20	2	43	0.5	1000	5
hyperboloid	hyperboloid	3.1718823930522554e-05	228185.0265642752	20	2	43	0.5	1000	5
poincare	euclidean	0.005702336641334562	213261.44173799746	20	2	43	0.5	1000	10
poincare	poincare	0.25201493944485115	211835.61456365773	20	2	43	0.5	1000	10
hyperboloid	euclidean	108820862.85113826	106756708.5851219	20	2	43	0.5	1000	10
hyperboloid	hyperboloid	2.2425379579788323e-05	191741.05256571792	20	2	43	0.5	1000	10
poincare	euclidean	0.001012990215968424	205024.3577155209	20	2	44	0.1	1000	2
poincare	poincare	0.01447577913105872	203779.3543408894	20	2	44	0.1	1000	2
hyperboloid	euclidean	1200.7882453288767	164891.64390105943	20	2	44	0.1	1000	2
hyperboloid	hyperboloid	7.084661822108697e-07	205009.19967057952	20	2	44	0.1	1000	2
poincare	euclidean	0.0007907190784554954	214857.50623351044	20	2	44	0.1	1000	5
poincare	poincare	0.009147426312881525	213654.23487565678	20	2	44	0.1	1000	5
hyperboloid	euclidean	189.2154754755751	179018.4049384293	20	2	44	0.1	1000	5
hyperboloid	hyperboloid	1.629903177985824e-07	207566.5759711971	20	2	44	0.1	1000	5
poincare	euclidean	0.0023976061925404194	211472.30378059202	20	2	44	0.1	1000	10
poincare	poincare	0.02825367581196425	210385.2207164903	20	2	44	0.1	1000	10
hyperboloid	euclidean	1053.2707769889223	185220.76064556706	20	2	44	0.1	1000	10
hyperboloid	hyperboloid	2.2766636742008064e-06	201614.15876517296	20	2	44	0.1	1000	10
poincare	euclidean	0.002634191284413173	201315.70534489676	20	2	44	0.5	1000	2
poincare	poincare	0.10975213718881868	199827.99393781033	20	2	44	0.5	1000	2
hyperboloid	euclidean	23293859.759621564	64504264.13371536	20	2	44	0.5	1000	2
hyperboloid	hyperboloid	4.926048717588482e-06	209660.28619142287	20	2	44	0.5	1000	2
poincare	euclidean	0.003811372530133771	206117.57284585043	20	2	44	0.5	1000	5
poincare	poincare	0.10953610514952433	204704.9676728263	20	2	44	0.5	1000	5
hyperboloid	euclidean	86529.18348522732	133037.89705719164	20	2	44	0.5	1000	5
hyperboloid	hyperboloid	2.0158851409176504e-06	208572.87868393608	20	2	44	0.5	1000	5
poincare	euclidean	0.0052942875694233105	189039.184134246	20	2	44	0.5	1000	10
poincare	poincare	0.2063568732139271	187759.19435189158	20	2	44	0.5	1000	10
hyperboloid	euclidean	443770418.7219211	416392100.33031297	20	2	44	0.5	1000	10
hyperboloid	hyperboloid	0.0006251773235171273	218623.63383474332	20	2	44	0.5	1000	10
poincare	euclidean	0.010556233299204507	228009.0725512999	20	4	42	0.1	1000	2
poincare	poincare	0.21187278162558038	226442.36592442758	20	4	42	0.1	1000	2
hyperboloid	euclidean	47928.07278352406	134779.14034437615	20	4	42	0.1	1000	2
hyperboloid	hyperboloid	4.236675183842277e-06	193765.3782516087	20	4	42	0.1	1000	2
poincare	euclidean	0.0075179421837380375	186651.51081771168	20	4	42	0.1	1000	5
poincare	poincare	0.15802373312702758	185265.77355734818	20	4	42	0.1	1000	5
hyperboloid	euclidean	1874713.5126114187	224718.32311288643	20	4	42	0.1	1000	5
hyperboloid	hyperboloid	3.310294417958927e-05	233213.2553041266	20	4	42	0.1	1000	5
poincare	euclidean	0.016609778166462245	244441.36639827528	20	4	42	0.1	1000	10
poincare	poincare	0.27207947191323073	242697.88719663568	20	4	42	0.1	1000	10
hyperboloid	euclidean	54339.56042219358	159747.657311055	20	4	42	0.1	1000	10
hyperboloid	hyperboloid	2.7289800055929555e-06	181260.89459779375	20	4	42	0.1	1000	10
poincare	euclidean	0.03151974386833881	226724.9923697413	20	4	42	0.5	1000	2
poincare	poincare	2.036034608399739	223980.97284781397	20	4	42	0.5	1000	2
hyperboloid	euclidean	15044117924.9087	11909229986.318195	20	4	42	0.5	1000	2
hyperboloid	hyperboloid	2.5475306892959636e-05	187482.57543181904	20	4	42	0.5	1000	2
poincare	euclidean	0.019628550513838047	202194.7853456887	20	4	42	0.5	1000	5
poincare	poincare	1.103649106744256	199867.45412039326	20	4	42	0.5	1000	5
hyperboloid	euclidean	9310267280726.098	2084812579773.1611	20	4	42	0.5	1000	5
hyperboloid	hyperboloid	0.0005727577325155138	207966.969761298	20	4	42	0.5	1000	5
poincare	euclidean	0.03225946263688656	228220.39546636396	20	4	42	0.5	1000	10
poincare	poincare	2.2117883905387123	225529.45589357335	20	4	42	0.5	1000	10
hyperboloid	euclidean	737155688995.5952	5165197848.774225	20	4	42	0.5	1000	10
hyperboloid	hyperboloid	0.0012725679745401004	185064.1748403288	20	4	42	0.5	1000	10
poincare	euclidean	0.013073707462041548	226482.18347619634	20	4	43	0.1	1000	2
poincare	poincare	0.25324285608182806	224836.21251464798	20	4	43	0.1	1000	2
hyperboloid	euclidean	1834735.8001625163	385756.37368708604	20	4	43	0.1	1000	2
hyperboloid	hyperboloid	1.9968796354384426e-05	186261.90250713858	20	4	43	0.1	1000	2
poincare	euclidean	0.008422034911033107	205829.1356434172	20	4	43	0.1	1000	5
poincare	poincare	0.22241711435754394	204267.0543021854	20	4	43	0.1	1000	5
hyperboloid	euclidean	2872127.1092470353	2301705.3732744227	20	4	43	0.1	1000	5
hyperboloid	hyperboloid	6.890832000716345e-06	216489.0797513026	20	4	43	0.1	1000	5
poincare	euclidean	0.014595301507104695	194614.98071792125	20	4	43	0.1	1000	10
poincare	poincare	0.2954792093259989	193141.78515082688	20	4	43	0.1	1000	10
hyperboloid	euclidean	78740.50375782054	123649.85461419541	20	4	43	0.1	1000	10
hyperboloid	hyperboloid	2.505240305368691e-06	216226.3294608951	20	4	43	0.1	1000	10
poincare	euclidean	0.03698935700006109	223571.4325269116	20	4	43	0.5	1000	2
poincare	poincare	2.0475497817695296	220751.00882965708	20	4	43	0.5	1000	2
hyperboloid	euclidean	28999633803016.43	72442121830.09473	20	4	43	0.5	1000	2
hyperboloid	hyperboloid	0.00016586725191657166	182559.76787931033	20	4	43	0.5	1000	2
poincare	euclidean	0.03348438200539452	208255.24294175845	20	4	43	0.5	1000	5
poincare	poincare	1.9811117251005	205619.80145615633	20	4	43	0.5	1000	5
hyperboloid	euclidean	15000827568122.553	12427394533436.44	20	4	43	0.5	1000	5
hyperboloid	hyperboloid	2.39879318582306e-07	203133.03358703948	20	4	43	0.5	1000	5
poincare	euclidean	0.03844448067098931	195519.31577835968	20	4	43	0.5	1000	10
poincare	poincare	2.20415586575998	193016.47731490756	20	4	43	0.5	1000	10
hyperboloid	euclidean	465216888943.9075	390681307383.846	20	4	43	0.5	1000	10
hyperboloid	hyperboloid	0.00011803256233890821	221562.27680381152	20	4	43	0.5	1000	10
poincare	euclidean	0.0011993801187099055	211346.35398586423	20	4	44	0.1	1000	2
poincare	poincare	0.13028663541868013	209206.8382743001	20	4	44	0.1	1000	2
hyperboloid	euclidean	5728838.072794322	5491262.104773787	20	4	44	0.1	1000	2
hyperboloid	hyperboloid	8.259747420041816e-06	198427.93817420653	20	4	44	0.1	1000	2
poincare	euclidean	0.012336504409293441	220690.2870892877	20	4	44	0.1	1000	5
poincare	poincare	0.2915190055089638	218787.44705861382	20	4	44	0.1	1000	5
hyperboloid	euclidean	9825067941.404842	7378891196.534486	20	4	44	0.1	1000	5
hyperboloid	hyperboloid	0.0014413940092286236	195120.21933422267	20	4	44	0.1	1000	5
poincare	euclidean	0.02115181979506574	203827.85985482947	20	4	44	0.1	1000	10
poincare	poincare	0.3645485582999432	202118.41699531116	20	4	44	0.1	1000	10
hyperboloid	euclidean	4539163.870320987	4824179.040550228	20	4	44	0.1	1000	10
hyperboloid	hyperboloid	1.9459968810173637e-05	212353.18351163797	20	4	44	0.1	1000	10
poincare	euclidean	0.0030294771122853035	208566.4716067004	20	4	44	0.5	1000	2
poincare	poincare	1.4759718089718639	205339.50987310134	20	4	44	0.5	1000	2
hyperboloid	euclidean	51547184203341.6	45897704194880.23	20	4	44	0.5	1000	2
hyperboloid	hyperboloid	0.00022324232748575243	196082.12695114603	20	4	44	0.5	1000	2
poincare	euclidean	0.031314676435730944	216712.58649700516	20	4	44	0.5	1000	5
poincare	poincare	2.624302912201158	213691.9645691739	20	4	44	0.5	1000	5
hyperboloid	euclidean	5.850665751765608e+19	5.292019765620851e+19	20	4	44	0.5	1000	5
hyperboloid	hyperboloid	0.010305227663338912	198364.93614949475	20	4	44	0.5	1000	5
poincare	euclidean	0.04497977241987945	202229.77740231037	20	4	44	0.5	1000	10
poincare	poincare	2.987414176994557	199366.28030396663	20	4	44	0.5	1000	10
hyperboloid	euclidean	6717031440091.975	1511262708855.646	20	4	44	0.5	1000	10
hyperboloid	hyperboloid	6.998018525295606e-06	202252.25997211967	20	4	44	0.5	1000	10
poincare	euclidean	0.003934331020646175	227268.8455277899	20	8	42	0.1	1000	2
poincare	poincare	1.0739677778756365	224119.0178233093	20	8	42	0.1	1000	2
hyperboloid	euclidean	59571950402.424416	613220698.9811318	20	8	42	0.1	1000	2
hyperboloid	hyperboloid	0.00014739823760541172	183407.0882172704	20	8	42	0.1	1000	2
poincare	euclidean	0.00486596487919344	203423.52934809812	20	8	42	0.1	1000	5
poincare	poincare	1.2413706079035232	200494.25079638776	20	8	42	0.1	1000	5
hyperboloid	euclidean	23212005403.382225	9110426660.419968	20	8	42	0.1	1000	5
hyperboloid	hyperboloid	3.410483377784475e-05	221485.73591308872	20	8	42	0.1	1000	5
poincare	euclidean	0.006384440360608813	218432.20385875073	20	8	42	0.1	1000	10
poincare	poincare	1.0716722183106862	215332.448953304	20	8	42	0.1	1000	10
hyperboloid	euclidean	162003142302.25897	38145837357.66857	20	8	42	0.1	1000	10
hyperboloid	hyperboloid	0.0001287937713367742	207042.12918529354	20	8	42	0.1	1000	10
poincare	euclidean	0.00029618238832946063	230267.32735003598	20	8	42	0.5	1000	2
poincare	poincare	4.6778163769668035	224386.45772500537	20	8	42	0.5	1000	2
hyperboloid	euclidean	6.582876640980325e+21	9.729552110677122e+16	20	8	42	0.5	1000	2
hyperboloid	hyperboloid	0.0004646745121106864	169544.2449894501	20	8	42	0.5	1000	2
poincare	euclidean	0.0010151837402960708	202586.3163239031	20	8	42	0.5	1000	5
poincare	poincare	5.769653374875126	197130.8287697659	20	8	42	0.5	1000	5
hyperboloid	euclidean	4.5913739782987343e+21	2.5333321662317475e+20	20	8	42	0.5	1000	5
hyperboloid	hyperboloid	0.00020457216931555494	209825.06255993218	20	8	42	0.5	1000	5
poincare	euclidean	0.0006954999462704609	218906.86213415765	20	8	42	0.5	1000	10
poincare	poincare	5.500637967996818	213043.03752244508	20	8	42	0.5	1000	10
hyperboloid	euclidean	4.783977259820455e+22	5.00437557458875e+20	20	8	42	0.5	1000	10
hyperboloid	hyperboloid	0.00047770379660104034	198164.53221011427	20	8	42	0.5	1000	10
poincare	euclidean	0.006781817735006854	218420.11490513108	20	8	43	0.1	1000	2
poincare	poincare	1.4176677727811973	215394.0832341937	20	8	43	0.1	1000	2
hyperboloid	euclidean	8162929523583.02	8170108834333.553	20	8	43	0.1	1000	2
hyperboloid	hyperboloid	0.002892103149877163	194847.76535143648	20	8	43	0.1	1000	2
poincare	euclidean	0.005897327205752929	198979.96093448074	20	8	43	0.1	1000	5
poincare	poincare	1.0862372944276109	196124.5146634298	20	8	43	0.1	1000	5
hyperboloid	euclidean	313094838642.3884	224380720844.8315	20	8	43	0.1	1000	5
hyperboloid	hyperboloid	0.00029368101319314033	222718.9627861472	20	8	43	0.1	1000	5
poincare	euclidean	0.005305888299810606	239549.87219281113	20	8	43	0.1	1000	10
poincare	poincare	1.4565579081757527	235933.85430320687	20	8	43	0.1	1000	10
hyperboloid	euclidean	200372090256.30298	15563680026.097368	20	8	43	0.1	1000	10
hyperboloid	hyperboloid	0.00010857901424644223	169408.26339674278	20	8	43	0.1	1000	10
poincare	euclidean	0.0010716110575841806	218416.94829614862	20	8	43	0.5	1000	2
poincare	poincare	5.970706539678384	212598.24405824995	20	8	43	0.5	1000	2
hyperboloid	euclidean	9.878983317289272e+27	1.11888258221177e+28	20	8	43	0.5	1000	2
hyperboloid	hyperboloid	0.031811617952431016	186056.85912122377	20	8	43	0.5	1000	2
poincare	euclidean	0.0008181423206215858	206889.65307954588	20	8	43	0.5	1000	5
poincare	poincare	6.272958356644511	201378.87673117698	20	8	43	0.5	1000	5
hyperboloid	euclidean	9.551504511305314e+23	8.522709097782993e+23	20	8	43	0.5	1000	5
hyperboloid	hyperboloid	0.004944050805300789	208717.41299001098	20	8	43	0.5	1000	5
poincare	euclidean	0.0004589686464218588	235363.53668924785	20	8	43	0.5	1000	10
poincare	poincare	6.253874231078563	228807.49999466992	20	8	43	0.5	1000	10
hyperboloid	euclidean	1.537185638375386e+21	5.568434225980659e+20	20	8	43	0.5	1000	10
hyperboloid	hyperboloid	4.937385894209699e-05	167145.03500412442	20	8	43	0.5	1000	10
poincare	euclidean	0.0010407571244505462	220933.32878447138	20	8	44	0.1	1000	2
poincare	poincare	0.9828376287276523	216888.36529232652	20	8	44	0.1	1000	2
hyperboloid	euclidean	783494190267.4073	625563795117.8408	20	8	44	0.1	1000	2
hyperboloid	hyperboloid	2.6266612085325765e-05	189240.00525258086	20	8	44	0.1	1000	2
poincare	euclidean	0.0076467888513270296	227529.70319142594	20	8	44	0.1	1000	5
poincare	poincare	1.3085344283527758	224310.4452275197	20	8	44	0.1	1000	5
hyperboloid	euclidean	561157812433.7374	468234455730.6108	20	8	44	0.1	1000	5
hyperboloid	hyperboloid	0.0003106004472556704	185258.62295138807	20	8	44	0.1	1000	5
poincare	euclidean	0.009102194810478408	194855.21933611098	20	8	44	0.1	1000	10
poincare	poincare	1.2621051397783478	191942.79815323107	20	8	44	0.1	1000	10
hyperboloid	euclidean	4262655990516.6343	1298545498727.608	20	8	44	0.1	1000	10
hyperboloid	hyperboloid	0.0004098934924246457	207038.07538707985	20	8	44	0.1	1000	10
poincare	euclidean	7.87600802714692e-05	219527.22615537816	20	8	44	0.5	1000	2
poincare	poincare	5.369256435269635	212760.37187242127	20	8	44	0.5	1000	2
hyperboloid	euclidean	1.1700497647352765e+23	1.1693945668545472e+23	20	8	44	0.5	1000	2
hyperboloid	hyperboloid	0.00016981886552676137	181169.8344475168	20	8	44	0.5	1000	2
poincare	euclidean	0.001025063933829256	231615.4277879601	20	8	44	0.5	1000	5
poincare	poincare	6.115818696128042	225486.2622414709	20	8	44	0.5	1000	5
hyperboloid	euclidean	1.7538016159291288e+23	1.6688242213889358e+23	20	8	44	0.5	1000	5
hyperboloid	hyperboloid	0.002987764852785606	178920.21657216287	20	8	44	0.5	1000	5
poincare	euclidean	0.0010060761619431736	193169.93056060036	20	8	44	0.5	1000	10
poincare	poincare	6.6643365211634364	187781.18535949546	20	8	44	0.5	1000	10
hyperboloid	euclidean	3.96827435586024e+25	2.6438712950086833e+23	20	8	44	0.5	1000	10
hyperboloid	hyperboloid	0.008910205643681838	194139.52976691036	20	8	44	0.5	1000	10
poincare	euclidean	1.6359849657823195e-05	221419.76074607883	20	16	42	0.1	1000	2
poincare	poincare	2.7531976585748525	215191.747905341	20	16	42	0.1	1000	2
hyperboloid	euclidean	3.22476604875659e+21	1.647119522748146e+18	20	16	42	0.1	1000	2
hyperboloid	hyperboloid	0.021676147612401917	171180.61688944508	20	16	42	0.1	1000	2
poincare	euclidean	2.6066851553329327e-05	171361.4982679909	20	16	42	0.1	1000	5
poincare	poincare	2.234633604146615	166085.93347149584	20	16	42	0.1	1000	5
hyperboloid	euclidean	7.440454646694066e+18	6.231457553600336e+18	20	16	42	0.1	1000	5
hyperboloid	hyperboloid	1.5978940660552584e-06	225365.05850709067	20	16	42	0.1	1000	5
poincare	euclidean	2.7922606837607038e-05	197417.7482269945	20	16	42	0.1	1000	10
poincare	poincare	2.9928331266634642	191700.2958984825	20	16	42	0.1	1000	10
hyperboloid	euclidean	1.526960761257117e+18	1.421104185883286e+18	20	16	42	0.1	1000	10
hyperboloid	hyperboloid	7.066975496948112e-05	217138.0157160637	20	16	42	0.1	1000	10
poincare	euclidean		217435.79918763938	20	16	42	0.5	1000	2
poincare	poincare		206120.28808984236	20	16	42	0.5	1000	2
hyperboloid	euclidean		2.7687423033655533e+29	20	16	42	0.5	1000	2
hyperboloid	hyperboloid		164350.00382389396	20	16	42	0.5	1000	2
poincare	euclidean		209690.9320668567	20	16	42	0.5	1000	5
poincare	poincare		198524.82420953226	20	16	42	0.5	1000	5
hyperboloid	euclidean		2.425713651974903e+31	20	16	42	0.5	1000	5
hyperboloid	hyperboloid		184974.8638536	20	16	42	0.5	1000	5
poincare	euclidean		199786.60949450175	20	16	42	0.5	1000	10
poincare	poincare		188976.52217174455	20	16	42	0.5	1000	10
hyperboloid	euclidean		8.253872894055942e+30	20	16	42	0.5	1000	10
hyperboloid	hyperboloid		179217.0110160733	20	16	42	0.5	1000	10
poincare	euclidean	1.6558870087862205e-05	191887.24600086606	20	16	43	0.1	1000	2
poincare	poincare	2.477605511146933	186154.05094010383	20	16	43	0.1	1000	2
hyperboloid	euclidean	1.789653205779879e+18	9.264717522164362e+17	20	16	43	0.1	1000	2
hyperboloid	hyperboloid	0.00012143083404545268	205999.48963219323	20	16	43	0.1	1000	2
poincare	euclidean	3.558617267976968e-05	215458.3367620009	20	16	43	0.1	1000	5
poincare	poincare	2.76516695165521	209292.6922754024	20	16	43	0.1	1000	5
hyperboloid	euclidean	3.200361563841447e+20	8.310520900556059e+17	20	16	43	0.1	1000	5
hyperboloid	hyperboloid	0.001431321965021847	181627.0888024726	20	16	43	0.1	1000	5
poincare	euclidean	1.875601902353075e-05	200256.63655867637	20	16	43	0.1	1000	10
poincare	poincare	3.029732691783506	194164.91515482857	20	16	43	0.1	1000	10
hyperboloid	euclidean	1.4448620753894915e+21	1.3088979495023938e+19	20	16	43	0.1	1000	10
hyperboloid	hyperboloid	0.0012097276316488255	202961.4539575547	20	16	43	0.1	1000	10
poincare	euclidean		228058.42669118018	20	16	43	0.5	1000	2
poincare	poincare		216148.5134904761	20	16	43	0.5	1000	2
hyperboloid	euclidean		1.4411108560746182e+30	20	16	43	0.5	1000	2
hyperboloid	hyperboloid		164176.89150121028	20	16	43	0.5	1000	2
poincare	euclidean		220476.55643038967	20	16	43	0.5	1000	5
poincare	poincare		209388.22630667457	20	16	43	0.5	1000	5
hyperboloid	euclidean		2.7608450818920226e+30	20	16	43	0.5	1000	5
hyperboloid	hyperboloid		176560.76473896005	20	16	43	0.5	1000	5
poincare	euclidean		195536.4943209666	20	16	43	0.5	1000	10
poincare	poincare		185006.0130887338	20	16	43	0.5	1000	10
hyperboloid	euclidean		4.864481016753236e+30	20	16	43	0.5	1000	10
hyperboloid	hyperboloid		198866.48886039824	20	16	43	0.5	1000	10
poincare	euclidean	4.79831597086181e-05	223965.22193266734	20	16	44	0.1	1000	2
poincare	poincare	2.984971137771102	217625.83874981722	20	16	44	0.1	1000	2
hyperboloid	euclidean	6.553936709210332e+18	7.942165866795645e+17	20	16	44	0.1	1000	2
hyperboloid	hyperboloid	8.454074000726491e-06	172038.41908592416	20	16	44	0.1	1000	2
poincare	euclidean	3.4228418822158546e-05	213502.51820815704	20	16	44	0.1	1000	5
poincare	poincare	3.0331657826852676	207270.16044736572	20	16	44	0.1	1000	5
hyperboloid	euclidean	4.0478149238511683e+18	2.880904791806185e+18	20	16	44	0.1	1000	5
hyperboloid	hyperboloid	2.845756744070201e-05	188265.19759954297	20	16	44	0.1	1000	5
poincare	euclidean	1.9115011072841902e-05	245393.0858176119	20	16	44	0.1	1000	10
poincare	poincare	2.7249790469035413	238326.24423591804	20	16	44	0.1	1000	10
hyperboloid	euclidean	1.1757675353983496e+19	4.0435894112640634e+17	20	16	44	0.1	1000	10
hyperboloid	hyperboloid	1.3352837798557768e-05	164287.9327081953	20	16	44	0.1	1000	10
poincare	euclidean		219851.4924315943	20	16	44	0.5	1000	2
poincare	poincare		208416.23601748244	20	16	44	0.5	1000	2
hyperboloid	euclidean		2.5674374882855175e+29	20	16	44	0.5	1000	2
hyperboloid	hyperboloid		168305.28252559475	20	16	44	0.5	1000	2
poincare	euclidean		217913.41373981917	20	16	44	0.5	1000	5
poincare	poincare		206512.9447739601	20	16	44	0.5	1000	5
hyperboloid	euclidean		1.2167243599090313e+31	20	16	44	0.5	1000	5
hyperboloid	hyperboloid		173668.94728019298	20	16	44	0.5	1000	5
poincare	euclidean		209999.92484516106	20	16	44	0.5	1000	10
poincare	poincare		198823.15693753838	20	16	44	0.5	1000	10
hyperboloid	euclidean		4.3750319566978825e+30	20	16	44	0.5	1000	10
